 


Daily Averaged Summary
RIVERSIDE MUNI AP (CA)
WBAN ID: 03171
Lat/Lon/Elev: 33.9519/-117.4386/805ft.
 
Date,Max Hourly Temp (F),Min Hourly Temp (F),Mean Hourly Temp (F),Max Dew Point Temp (F),Min Dew Point Temp (F),Mean Dew Point Temp (F),Min RH (%),Max RH (%),Mean Pres (inHg),Mean Wind Speed (mph),Max Wind Speed (mph),Max Wind Gust (mph),Mean Wind Dir (deg),Total Precip (in),Max Hourly Precip (in),
2020-05-14,78,54,65.8,53,46,49.4,39,77,984.93,4.9,16,22,M,0.00,0.00,
2020-05-15,82,55,67.9,54,50,51.8,35,82,982.80,5.0,16,17,M,0.00,0.00,
2020-05-16,87,59,71.6,56,52,53.8,31,77,980.95,5.0,16,22,M,0.00,0.00,
2020-05-17,85,59,69.3,57,53,54.6,34,82,982.12,6.5,18,25,M,0.00,0.00,
2020-05-18,71,58,64.6,58,49,53.5,52,82,984.17,8.4,17,23,273.3,M,0.00,
2020-05-19,72,54,62.0,48,38,44.1,29,77,985.40,5.9,17,24,M,0.00,0.00,
2020-05-20,80,52,64.7,49,38,45.8,21,77,986.14,4.9,15,0,M,0.00,0.00,
2020-05-21,90,54,71.2,49,33,44.4,13,77,982.74,5.1,16,26,M,0.00,0.00,
2020-05-22,82,56,67.1,53,42,49.2,26,82,981.60,4.7,14,26,M,0.00,0.00,
2020-05-23,78,58,66.0,52,48,50.6,36,82,982.60,5.5,16,24,308.7,0.00,0.00,
2020-05-24,88,55,69.9,55,51,52.7,29,88,982.81,5.1,20,26,M,0.00,0.00,
2020-05-25,91,58,75.2,56,49,53.1,28,88,981.83,5.0,16,26,306.7,0.00,0.00,
2020-05-26,95,62,77.5,55,47,51.3,25,64,981.88,5.2,16,23,308.7,0.00,0.00,
2020-05-27,94,62,76.5,57,50,54.1,25,77,982.55,5.8,16,18,295.0,0.00,0.00,
2020-05-28,87,60,71.6,59,55,56.9,36,83,983.62,5.9,15,22,295.3,0.00,0.00,
2020-05-29,78,61,67.4,59,56,57.6,51,88,984.73,7.3,15,22,280.9,0.00,0.00,
2020-05-30,81,60,67.5,56,46,51.9,29,81,984.39,6.7,17,24,M,0.00,0.00,
2020-05-31,86,56,68.7,54,48,51.8,29,87,983.01,4.8,17,M,M,0.00,0.00,
2020-06-01,88,59,74.0,53,45,49.8,27,75,982.67,4.7,15,21,311.7,0.00,0.00,
2020-06-02,88,63,75.2,56,47,52.1,31,63,983.93,4.7,13,0,308.8,0.00,0.00,
2020-06-03,101,67,80.8,57,44,52.5,16,73,981.68,6.3,17,24,312.3,0.00,0.00,
2020-06-04,86,63,71.7,58,56,57.1,35,83,980.30,7.0,18,24,294.1,0.00,0.00,
2020-06-05,71,60,64.3,58,53,55.4,53,90,980.51,8.8,16,20,275.2,0.00,0.00,
2020-06-06,74,58,65.6,55,51,52.7,47,82,982.95,7.5,14,22,M,0.00,0.00,
2020-06-07,78,57,66.0,52,43,48.9,37,82,982.87,6.1,17,23,305.7,0.00,0.00,
2020-06-08,87,55,73.1,46,9,21.4,5,72,985.01,9.6,18,34,M,0.00,0.00,
2020-06-09,97,55,79.0,31,16,21.7,5,30,986.36,6.0,18,26,32.2,0.00,0.00,
2020-06-10,101,63,82.0,41,21,30.7,6,31,984.13,6.3,17,22,338.3,0.00,0.00,
2020-06-11,97,62,79.2,54,25,37.9,9,68,985.15,6.1,20,28,305.6,0.00,0.00,
2020-06-12,87,60,71.0,56,47,52.5,25,77,985.93,6.4,17,30,M,0.00,0.00,
2020-06-13,83,57,68.2,55,44,50.5,28,88,983.35,6.3,20,24,295.1,0.00,0.00,
2020-06-14,84,58,70.0,53,48,50.2,31,72,982.22,4.8,14,0,M,0.00,0.00,
2020-06-15,85,60,71.0,56,51,53.6,35,77,983.10,6.6,18,23,289.7,0.00,0.00,
2020-06-16,80,59,66.9,57,54,55.5,42,88,983.33,6.4,15,22,M,0.00,0.00,
2020-06-17,79,62,68.3,56,53,54.7,42,77,983.58,6.2,15,17,266.4,0.00,0.00,
2020-06-18,78,59,65.7,56,53,54.6,45,88,983.65,6.7,16,20,275.7,0.00,0.00,
2020-06-19,84,59,67.0,56,52,54.2,33,82,983.52,6.7,16,17,M,0.00,0.00,
2020-06-20,83,60,67.2,57,55,55.8,40,83,985.21,5.2,14,0,299.6,0.00,0.00,
2020-06-21,83,60,70.2,58,55,56.7,41,82,983.93,6.2,13,17,274.5,0.00,0.00,
2020-06-22,90,60,71.7,59,56,58.0,34,88,983.93,5.4,17,23,M,0.00,0.00,
2020-06-23,91,61,73.0,60,57,58.3,32,94,982.70,6.3,14,20,284.8,0.00,0.00,
2020-06-24,92,62,72.0,60,54,57.9,28,83,980.30,6.9,17,24,M,0.00,0.00,
2020-06-25,88,62,71.4,60,56,57.9,36,83,980.46,5.8,16,23,297.2,0.00,0.00,
2020-06-26,91,60,73.6,59,53,56.8,28,88,981.90,6.0,15,0,291.4,0.00,0.00,
2020-06-27,89,63,72.4,59,53,57.4,31,83,981.71,7.1,17,26,M,0.00,0.00,
2020-06-28,76,63,67.7,58,53,56.2,50,83,980.29,7.8,18,25,283.0,0.00,0.00,
2020-06-29,78,61,67.7,55,49,52.8,37,77,981.43,6.9,16,22,285.9,0.00,0.00,
2020-06-30,84,60,68.3,56,53,54.7,35,82,M,6.6,16,29,284.0,M,M,
2020-07-01,82,59,68.1,57,53,55.8,39,88,982.01,5.3,14,0,M,M,M,
2020-07-02,86,62,71.0,57,49,55.1,32,77,983.38,5.8,14,18,288.5,0.00,0.00,
2020-07-03,95,59,77.6,56,38,50.0,14,82,984.89,4.7,15,23,M,0.00,0.00,
2020-07-04,93,65,79.2,55,44,50.6,21,68,984.65,5.9,16,23,309.2,0.00,0.00,
2020-07-05,98,64,80.6,51,41,47.7,15,56,982.40,4.9,17,23,323.4,0.00,0.00,
2020-07-06,98,64,80.8,52,41,49.5,16,64,981.10,4.8,15,23,323.2,0.00,0.00,
2020-07-07,94,64,77.8,58,43,53.0,18,68,981.27,5.6,17,25,297.2,0.00,0.00,
2020-07-08,92,63,75.7,58,48,55.8,26,83,981.44,5.7,17,25,310.9,0.00,0.00,
2020-07-09,94,62,76.4,58,43,53.4,19,83,982.23,6.2,20,23,300.7,0.00,0.00,
2020-07-10,100,64,81.4,59,45,54.2,16,77,984.51,5.6,16,23,M,0.00,0.00,
2020-07-11,104,71,86.2,59,33,48.2,11,61,984.72,5.2,17,20,307.3,0.00,0.00,
2020-07-12,102,71,85.5,52,34,43.5,11,44,982.02,5.0,14,24,M,0.00,0.00,
2020-07-13,96,66,79.9,60,49,55.8,19,83,982.38,4.9,15,24,312.1,0.00,0.00,
2020-07-14,90,63,73.6,60,50,58.3,30,88,983.89,7.2,17,24,M,0.00,0.00,
2020-07-15,89,63,72.9,59,47,56.5,24,88,983.30,6.5,17,24,M,0.00,0.00,
2020-07-16,89,61,72.7,58,56,56.9,32,83,982.74,7.6,17,22,280.6,0.00,0.00,
2020-07-17,90,63,74.6,59,56,57.5,32,83,984.51,5.9,17,23,M,0.00,0.00,
2020-07-18,94,64,76.8,59,51,56.0,25,77,984.56,6.3,15,23,M,0.00,0.00,
2020-07-19,93,62,76.9,57,43,52.1,19,77,983.92,4.9,15,21,M,0.00,0.00,
2020-07-20,90,63,75.6,57,52,54.9,30,73,982.71,5.8,14,20,294.3,0.00,0.00,
2020-07-21,91,63,74.4,58,57,57.4,32,83,980.90,6.3,14,21,284.8,0.00,0.00,
2020-07-22,86,61,70.5,59,55,57.3,40,88,981.47,7.3,17,23,M,0.00,0.00,
2020-07-23,83,60,68.5,57,55,56.1,40,84,982.55,5.5,14,0,289.7,0.00,0.00,
2020-07-24,86,58,69.8,57,54,56.0,35,94,982.92,7.0,16,22,275.5,0.00,0.00,
2020-07-25,91,60,73.0,58,48,56.2,24,83,983.04,6.3,17,25,M,0.00,0.00,
2020-07-26,96,63,77.7,59,48,54.1,20,77,982.95,6.2,20,25,306.9,0.00,0.00,
2020-07-27,90,64,74.9,56,50,54.3,26,73,982.45,5.8,16,21,303.4,0.00,0.00,
2020-07-28,91,59,75.0,56,49,54.3,28,82,981.74,5.6,16,22,M,0.00,0.00,
2020-07-29,95,61,76.7,58,53,56.0,27,82,982.40,4.5,15,18,316.6,0.00,0.00,
2020-07-30,102,65,82.4,58,44,52.9,15,77,983.20,3.9,14,20,321.7,M,0.00,
2020-07-31,106,72,87.8,53,39,46.7,12,50,982.31,5.6,17,23,309.0,0.00,0.00,
2020-08-01,101,69,84.8,57,37,47.0,12,54,982.83,4.7,14,22,319.2,0.00,0.00,
2020-08-02,97,67,79.8,60,45,55.6,18,73,984.16,5.2,21,25,317.5,0.00,0.00,
2020-08-03,96,65,79.0,60,50,57.1,23,83,983.57,4.8,14,22,316.6,0.00,0.00,
2020-08-04,88,63,73.7,61,59,60.0,38,94,983.83,7.6,16,23,276.2,0.00,0.00,
2020-08-05,86,63,71.7,60,57,58.3,38,88,983.22,6.3,16,30,288.7,0.00,0.00,
2020-08-06,86,63,71.8,58,53,55.9,35,83,982.44,6.0,16,24,M,0.00,0.00,
2020-08-07,89,59,73.0,56,48,53.9,28,88,983.36,5.8,16,24,296.1,0.00,0.00,
2020-08-08,91,63,75.6,56,50,54.3,27,73,984.42,5.7,17,22,306.3,0.00,0.00,
2020-08-09,93,63,76.8,56,46,54.5,23,77,983.57,5.4,15,22,300.0,0.00,0.00,
2020-08-10,94,63,76.4,56,49,54.7,22,77,983.01,6.3,17,22,291.5,0.00,0.00,
2020-08-11,94,62,77.5,54,43,49.6,18,72,982.51,4.8,15,21,310.2,M,M,
2020-08-12,100,63,80.8,52,35,46.7,11,60,982.12,5.5,17,22,314.2,0.00,0.00,
2020-08-13,101,73,85.1,50,40,44.7,12,41,982.06,4.4,17,23,M,0.00,0.00,
2020-08-14,104,73,87.9,58,43,50.9,17,42,981.55,4.8,15,20,311.6,0.00,0.00,
2020-08-15,108,76,90.3,61,54,57.9,17,57,980.18,5.2,16,22,M,0.00,0.00,
2020-08-16,102,74,84.9,64,58,61.0,26,69,982.33,5.6,18,17,M,0.00,0.00,
2020-08-17,101,76,87.0,64,60,61.9,27,69,982.75,4.8,13,20,306.3,0.00,0.00,
2020-08-18,108,75,88.5,65,58,62.2,22,65,982.17,4.0,10,0,319.5,0.00,0.00,
2020-08-19,105,75,87.9,65,60,62.4,26,65,980.27,4.7,20,25,M,0.00,0.00,
2020-08-20,102,74,85.2,65,60,62.7,26,69,978.16,4.3,13,25,319.5,0.00,0.00,
2020-08-21,101,74,85.0,67,62,64.4,31,73,979.10,5.2,16,23,308.6,0.00,0.00,
2020-08-22,98,76,84.9,65,59,62.6,29,69,981.37,6.5,20,25,M,0.00,0.00,
2020-08-23,96,73,82.6,67,64,65.7,38,78,981.68,6.2,17,20,M,0.00,0.00,
2020-08-24,96,73,81.9,66,59,63.2,33,73,980.82,5.8,16,23,M,0.00,0.00,
2020-08-25,99,69,81.7,63,58,61.1,29,78,979.89,5.1,20,23,312.2,0.00,0.00,
2020-08-26,99,69,82.2,61,54,59.0,22,73,977.86,4.6,16,23,315.9,0.00,0.00,
2020-08-27,101,69,83.2,60,50,57.1,19,69,977.31,4.8,17,22,M,0.00,0.00,
2020-08-28,98,67,80.6,59,44,53.9,17,73,979.45,6.0,17,24,298.5,0.00,0.00,
2020-08-29,94,62,75.1,57,49,54.4,23,77,981.45,6.2,18,25,M,0.00,0.00,
2020-08-30,91,59,72.0,58,47,55.6,23,88,980.73,5.7,15,21,288.3,0.00,0.00,
2020-08-31,88,60,71.4,58,55,56.6,36,84,980.93,6.5,17,23,275.1,0.00,0.00,
2020-09-01,89,61,71.3,58,55,56.6,32,83,983.95,6.2,17,21,277.6,0.00,0.00,
2020-09-02,91,62,74.2,58,49,56.5,26,78,984.89,5.2,15,18,290.6,0.00,0.00,
2020-09-03,94,64,78.1,61,56,58.6,28,77,983.12,4.0,11,0,317.9,0.00,0.00,
2020-09-04,102,68,83.3,62,56,60.1,23,78,982.18,4.2,15,18,320.5,0.00,0.00,
2020-09-05,116,72,94.0,62,41,53.8,8,69,982.04,5.3,16,23,M,0.00,0.00,
2020-09-06,117,79,97.0,53,43,49.1,9,39,981.07,6.3,15,0,340.4,0.00,0.00,
2020-09-07,93,72,81.8,66,52,59.3,28,78,977.99,4.5,13,16,303.6,0.00,0.00,
2020-09-08,82,68,72.6,65,62,63.1,51,83,976.28,4.8,11,0,M,0.00,0.00,
2020-09-09,93,64,77.4,62,16,41.6,6,88,980.56,8.6,16,30,12.6,0.00,0.00,
2020-09-10,90,60,73.8,49,28,39.8,11,59,985.51,3.4,11,0,348.8,0.00,0.00,
2020-09-11,94,62,75.5,50,24,40.0,9,52,984.51,4.4,17,0,3.1,0.00,0.00,
2020-09-12,94,60,74.9,49,31,42.5,12,55,982.34,3.6,14,0,350.6,0.00,0.00,
2020-09-13,94,61,75.3,57,34,48.4,13,64,982.50,3.2,14,0,335.3,0.00,0.00,
2020-09-14,96,62,78.2,56,43,50.8,17,72,984.40,4.8,17,17,331.5,0.00,0.00,
2020-09-15,97,62,78.6,54,38,49.5,13,72,986.29,4.1,15,21,M,0.00,0.00,
2020-09-16,99,64,79.9,51,33,42.1,11,60,984.70,5.4,13,0,343.2,0.00,0.00,
2020-09-17,101,64,81.2,44,23,35.2,6,45,983.07,3.8,13,16,M,0.00,0.00,
2020-09-18,102,68,83.5,48,31,40.1,8,38,981.61,5.6,16,22,349.4,0.00,0.00,
2020-09-19,97,67,80.4,52,36,46.1,17,52,980.85,4.5,15,24,322.3,0.00,0.00,
2020-09-20,94,64,76.0,59,41,52.8,16,78,981.67,4.7,14,21,307.6,0.00,0.00,
2020-09-21,91,62,73.8,59,52,56.2,28,88,983.46,4.4,15,20,M,0.00,0.00,
2020-09-22,93,61,74.9,58,43,53.4,18,83,985.79,4.6,17,22,M,0.00,0.00,
2020-09-23,93,63,76.3,56,49,52.0,22,72,985.75,3.9,14,0,331.0,0.00,0.00,
2020-09-24,95,63,76.6,52,44,49.5,20,68,982.82,4.1,14,20,318.5,0.00,0.00,
2020-09-25,90,61,73.8,57,46,52.4,24,73,983.50,3.6,17,21,M,0.00,0.00,
2020-09-26,88,60,71.7,60,52,56.3,30,94,982.75,4.5,14,0,310.2,0.00,0.00,
2020-09-27,91,62,71.5,61,57,59.5,36,94,981.78,4.9,13,0,299.4,0.00,0.00,
2020-09-28,103,61,78.9,61,33,57.2,9,88,982.88,4.3,17,21,323.6,0.00,0.00,
2020-09-29,104,64,83.2,59,27,48.5,7,83,984.45,4.1,13,17,1.8,0.00,0.00,
2020-09-30,107,69,86.4,46,27,39.5,6,38,983.84,4.7,16,0,23.5,0.00,0.00,
2020-10-01,105,69,84.9,45,29,38.6,7,36,983.06,5.1,17,0,354.3,0.00,0.00,
2020-10-02,104,66,82.9,46,33,40.3,9,41,981.68,5.2,16,0,359.0,0.00,0.00,
2020-10-03,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
2020-10-04,97,65,80.5,46,34,40.4,11,50,984.30,4.5,16,20,341.9,M,0.00,
2020-10-05,97,66,79.2,47,31,40.6,10,43,985.68,4.5,13,0,M,0.00,0.00,
2020-10-06,94,63,76.7,53,32,43.7,12,60,984.75,5.2,14,20,337.6,0.00,0.00,
2020-10-07,90,62,73.1,60,40,51.4,17,88,982.57,5.0,14,23,306.4,0.00,0.00,
2020-10-08,80,62,67.7,59,53,56.5,39,88,983.77,4.8,14,0,M,0.00,0.00,
2020-10-09,78,63,67.3,57,55,56.1,45,83,983.77,4.9,11,0,M,0.00,0.00,
2020-10-10,77,63,68.3,57,55,56.5,47,83,984.48,3.9,11,21,M,0.00,0.00,
2020-10-11,83,58,69.2,57,54,56.0,40,88,984.78,2.9,9,0,330.3,0.00,0.00,
2020-10-12,99,61,77.8,57,34,48.0,11,83,984.92,5.4,14,0,M,0.00,0.00,
2020-10-13,99,64,79.4,49,36,43.1,12,46,985.33,5.9,11,0,21.2,0.00,0.00,
2020-10-14,99,64,79.3,51,38,44.2,12,54,984.93,4.4,13,0,M,0.00,0.00,
2020-10-15,100,64,79.7,52,33,44.6,10,60,984.14,5.2,14,0,357.2,0.00,0.00,
2020-10-16,100,66,83.8,57,24,38.8,7,49,982.68,6.1,13,25,M,0.00,0.00,
2020-10-17,94,64,76.9,52,31,41.0,12,60,983.75,3.8,13,0,346.6,0.00,0.00,
2020-10-18,89,60,73.1,57,45,51.4,23,73,985.20,3.6,13,0,322.7,0.00,0.00,
2020-10-19,84,60,69.8,58,54,56.5,40,83,984.11,3.1,10,0,327.3,0.00,0.00,
2020-10-20,85,60,68.1,59,56,57.9,38,96,981.29,3.7,13,0,312.1,0.00,0.00,
2020-10-21,79,60,65.3,59,56,58.1,48,94,980.39,3.0,13,0,317.2,0.00,0.00,
2020-10-22,75,60,65.8,59,54,56.3,50,88,982.02,3.7,13,0,M,0.00,0.00,
2020-10-23,74,61,65.4,56,52,54.2,47,82,984.86,2.5,11,0,M,0.00,0.00,
2020-10-24,72,62,65.0,56,52,54.1,53,77,984.82,3.8,10,0,304.6,0.00,0.00,
2020-10-25,66,57,62.0,55,48,51.7,52,82,982.58,6.9,15,0,281.8,0.00,0.00,
2020-10-26,67,54,61.3,48,-11,-0.3,4,77,986.69,14.0,25,46,20.3,0.00,0.00,
2020-10-27,78,56,68.1,27,-9,6.7,4,31,987.15,11.1,24,33,5.6,0.00,0.00,
2020-10-28,80,50,62.7,41,21,30.4,11,62,987.40,4.1,14,0,344.0,0.00,0.00,
2020-10-29,89,50,67.6,42,19,34.0,8,67,986.04,3.6,11,0,M,0.00,0.00,
2020-10-30,87,52,68.6,42,25,34.5,10,59,985.22,3.7,14,0,358.8,0.00,0.00,
2020-10-31,93,50,70.5,42,21,34.5,7,62,986.57,3.2,9,0,24.5,0.00,0.00,
2020-11-01,90,56,72.0,42,27,35.7,11,51,988.65,4.5,11,0,8.7,0.00,0.00,
2020-11-02,87,57,69.0,51,37,43.3,19,64,987.57,3.5,14,0,343.3,0.00,0.00,
2020-11-03,83,54,66.6,52,45,48.9,28,77,986.47,3.0,11,0,346.0,0.00,0.00,
2020-11-04,95,53,71.0,52,32,45.8,12,82,988.12,3.0,13,0,M,0.00,0.00,
2020-11-05,93,60,75.2,41,28,33.5,10,42,984.47,3.8,7,0,M,0.00,0.00,
2020-11-06,80,54,66.9,56,36,45.3,26,94,976.02,5.7,17,20,318.7,0.01,0.01,
2020-11-07,56,48,52.3,46,39,42.1,58,82,977.99,7.7,18,25,242.7,0.15,0.07,
2020-11-08,59,47,51.8,43,34,39.5,41,81,980.01,11.0,23,39,231.7,0.00,0.00,
2020-11-09,62,41,50.4,39,23,32.4,22,82,987.90,3.2,7,0,24.4,0.00,0.00,
2020-11-10,69,40,53.0,35,17,28.9,15,77,989.20,3.9,10,0,M,0.00,0.00,
2020-11-11,69,40,54.4,37,23,31.5,17,70,986.30,3.7,9,0,4.8,0.00,0.00,
2020-11-12,71,43,55.7,41,24,35.4,17,76,986.72,3.2,9,0,359.9,0.00,0.00,
2020-11-13,69,42,55.0,45,34,38.8,28,79,988.91,3.6,13,0,349.0,0.00,0.00,
2020-11-14,71,45,57.2,45,38,42.2,33,87,989.59,2.8,9,0,33.1,0.00,0.00,
2020-11-15,87,48,66.8,35,11,28.2,5,57,989.09,3.8,7,0,47.0,0.00,0.00,
2020-11-16,92,57,72.8,35,20,26.5,7,41,986.30,5.5,9,18,49.7,M,M,
2020-11-17,83,51,65.0,36,22,31.0,10,50,986.81,3.7,9,0,M,0.00,0.00,
2020-11-18,70,48,58.1,49,36,41.9,37,82,988.42,4.2,14,17,308.1,0.00,0.00,
2020-11-19,73,46,58.9,51,43,46.8,38,87,989.27,2.4,7,0,M,0.00,0.00,
2020-11-20,80,49,62.9,48,34,41.8,18,82,988.68,3.0,9,0,14.2,0.00,0.00,
2020-11-21,83,51,64.3,46,25,36.5,12,77,987.59,2.0,8,0,12.5,0.00,0.00,
2020-11-22,78,50,61.4,46,31,37.3,18,71,983.57,3.3,15,17,358.8,0.00,0.00,
2020-11-23,65,46,54.5,49,40,44.6,49,86,982.53,3.0,10,0,336.0,0.00,0.00,
2020-11-24,73,48,58.1,48,35,43.7,25,87,987.03,3.3,13,0,349.8,0.00,0.00,
2020-11-25,68,44,54.7,49,34,42.1,40,87,988.16,3.8,8,0,M,0.00,0.00,
2020-11-26,66,46,57.0,48,6,24.2,11,94,987.84,8.5,18,39,M,0.00,0.00,
2020-11-27,69,48,59.2,13,3,6.5,7,23,991.07,11.6,23,32,26.8,0.00,0.00,
2020-11-28,74,42,57.1,19,8,13.3,8,32,990.92,6.2,9,0,47.4,0.00,0.00,
2020-11-29,78,41,59.3,23,11,17.1,8,42,989.47,5.2,11,20,M,0.00,0.00,
2020-11-30,82,45,62.2,23,11,17.8,6,42,989.78,4.7,10,17,M,0.00,0.00,
2020-12-01,83,44,63.6,26,10,16.0,7,36,987.75,4.8,10,21,42.3,0.00,0.00,
2020-12-02,79,49,63.6,22,7,13.6,8,29,988.60,8.2,16,29,52.4,0.00,0.00,
2020-12-03,70,49,60.4,10,-2,4.9,7,21,993.38,8.3,17,24,52.8,0.00,0.00,
2020-12-04,73,39,54.9,17,-4,9.8,4,37,992.08,4.7,9,0,39.8,0.00,0.00,
2020-12-05,74,41,54.3,22,2,13.3,6,39,993.35,4.1,9,0,25.7,0.00,0.00,
2020-12-06,79,40,56.3,26,5,17.0,6,41,990.93,3.8,13,0,30.3,0.00,0.00,
2020-12-07,74,48,63.3,21,6,12.6,8,34,986.47,7.4,15,23,M,0.00,0.00,
2020-12-08,77,62,70.3,16,7,9.2,7,16,988.46,7.4,13,23,54.2,0.00,0.00,
2020-12-09,76,47,59.4,33,14,23.0,10,46,986.39,3.4,8,0,27.1,0.00,0.00,
2020-12-10,65,43,52.8,47,28,36.5,31,74,986.62,3.4,8,0,349.2,0.00,0.00,
2020-12-11,61,46,52.6,45,40,42.3,47,87,989.07,2.0,7,0,M,0.00,0.00,
2020-12-12,57,49,52.2,46,26,42.9,31,82,988.29,3.0,11,0,33.3,0.00,0.00,
2020-12-13,69,46,56.8,33,15,25.0,13,50,992.38,3.5,8,0,45.1,0.00,0.00,
2020-12-14,64,47,55.6,43,25,35.7,28,76,988.19,3.1,8,0,M,0.00,0.00,
2020-12-15,67,43,57.9,33,10,18.7,12,65,991.66,8.5,15,26,M,0.00,0.00,
2020-12-16,75,42,57.1,30,15,22.1,14,43,989.55,3.9,8,0,M,0.00,0.00,
2020-12-17,63,45,52.9,48,27,37.2,31,93,985.65,3.5,15,0,348.0,0.00,0.00,
2020-12-18,69,42,56.3,43,17,28.0,16,93,991.04,6.2,20,32,M,0.00,0.00,
2020-12-19,74,44,56.3,26,17,21.7,13,42,994.10,4.8,11,16,54.7,0.00,0.00,
2020-12-20,83,43,62.4,25,10,16.8,6,39,990.20,6.7,15,0,42.0,0.00,0.00,
2020-12-21,83,51,63.6,30,19,22.6,10,43,985.73,3.8,9,0,29.9,0.00,0.00,
2020-12-22,73,47,57.5,43,19,30.8,13,71,987.46,2.8,8,0,353.7,0.00,0.00,
2020-12-23,71,44,57.8,41,-1,13.9,7,76,991.86,7.8,15,31,52.5,0.00,0.00,
2020-12-24,62,50,57.1,35,-3,12.1,8,58,993.86,8.2,15,30,71.4,0.00,0.00,
2020-12-25,74,45,58.1,37,21,31.2,16,62,990.26,3.7,9,0,16.3,0.00,0.00,
2020-12-26,70,42,55.2,47,31,36.9,27,81,989.16,2.8,7,0,5.1,0.00,0.00,
2020-12-27,62,47,52.4,47,40,44.0,44,87,984.26,2.1,6,0,346.0,0.00,0.00,
2020-12-28,52,41,46.4,44,37,41.1,62,93,982.79,4.9,9,33,50.7,1.16,0.22,
2020-12-29,61,39,51.5,40,17,30.9,21,89,989.09,9.1,21,33,28.9,0.00,0.00,
2020-12-30,69,45,58.7,28,5,16.2,8,49,991.73,6.2,14,28,359.4,M,0.00,
2020-12-31,64,38,53.4,35,19,26.4,18,67,M,6.8,21,41,M,M,M,
2021-01-01,67,46,58.5,29,21,23.2,18,49,989.37,8.6,18,31,M,0.00,0.00,
2021-01-02,65,42,52.2,44,28,33.7,28,81,993.38,3.3,7,0,4.3,0.00,0.00,
2021-01-03,64,43,51.4,47,34,39.4,32,93,992.15,2.6,7,0,357.1,0.00,0.00,
2021-01-04,66,42,52.3,48,38,42.2,37,87,991.03,3.6,15,0,4.9,0.00,0.00,
2021-01-05,69,40,53.1,46,34,41.4,35,89,989.52,3.4,8,0,19.8,0.00,0.00,
2021-01-06,73,48,58.0,40,23,32.8,15,62,989.27,3.8,9,0,357.8,0.00,0.00,
2021-01-07,78,44,58.7,38,16,27.9,12,71,988.50,5.0,13,21,37.8,0.00,0.00,
2021-01-08,72,43,55.7,40,22,31.9,17,71,988.92,4.0,10,0,9.7,0.00,0.00,
2021-01-09,70,40,57.3,38,12,22.7,11,79,988.41,8.9,20,37,25.9,0.00,0.00,
2021-01-10,71,45,57.2,30,17,22.6,14,43,991.36,4.7,10,0,M,0.00,0.00,
2021-01-11,73,48,59.1,26,19,21.9,13,43,991.80,7.0,20,26,50.9,0.00,0.00,
2021-01-12,72,45,56.5,31,12,23.3,10,49,993.99,2.7,9,0,M,0.00,0.00,
2021-01-13,76,46,60.0,32,19,24.9,12,47,992.72,5.1,11,0,M,0.00,0.00,
2021-01-14,84,51,72.2,31,15,23.6,9,43,991.17,9.3,18,34,24.0,0.00,0.00,
2021-01-15,87,58,75.8,26,14,19.3,6,31,989.84,9.9,21,34,39.5,0.00,0.00,
2021-01-16,86,51,71.0,29,22,25.3,11,39,985.80,8.7,18,33,34.2,0.00,0.00,
2021-01-17,84,58,71.6,28,15,22.0,8,31,985.73,6.8,11,22,48.5,0.00,0.00,
2021-01-18,79,50,64.0,40,20,27.9,14,58,979.82,8.1,15,30,22.2,0.00,0.00,
2021-01-19,65,48,57.9,42,12,24.9,15,76,979.87,11.8,28,51,27.6,0.00,0.00,
2021-01-20,71,59,63.1,39,28,35.5,27,48,985.32,9.3,15,29,M,0.00,0.00,
2021-01-21,70,49,59.0,45,39,41.4,35,77,986.67,5.6,15,0,334.5,0.00,0.00,
2021-01-22,64,45,53.1,46,37,43.0,37,87,985.04,5.0,18,26,338.7,0.00,0.00,
2021-01-23,52,44,46.9,45,40,42.6,71,93,982.51,3.7,13,20,39.6,0.28,0.15,
2021-01-24,55,40,47.5,44,38,41.2,54,100,982.13,2.3,13,0,351.7,0.04,0.02,
2021-01-25,51,41,45.9,44,26,34.1,43,93,976.70,12.7,22,37,247.2,0.38,0.22,
2021-01-26,54,35,44.2,33,25,29.7,32,82,985.50,3.4,9,0,7.3,0.00,0.00,
2021-01-27,60,41,49.7,36,24,31.7,25,76,990.06,3.1,7,M,M,0.00,0.00,
2021-01-28,64,40,52.2,47,32,36.9,30,93,984.57,4.5,13,0,357.0,0.29,0.21,
2021-01-29,51,45,47.7,47,42,43.7,71,100,985.13,3.3,11,20,40.1,0.56,0.17,
2021-01-30,62,39,49.7,43,34,38.6,36,97,990.90,3.0,7,0,38.3,M,0.00,
2021-01-31,69,44,57.7,38,31,33.2,23,76,990.25,5.9,11,17,47.3,0.00,0.00,
2021-02-01,68,55,60.3,46,32,38.1,30,72,988.15,2.0,7,0,19.2,0.00,0.00,
2021-02-02,73,53,60.7,48,40,44.8,35,77,987.66,3.3,11,0,334.9,0.00,0.00,
2021-02-03,69,46,56.3,48,40,44.5,38,93,987.38,3.5,15,0,340.2,M,M,
2021-02-04,70,46,55.0,48,25,40.4,18,100,989.06,4.5,15,24,339.5,0.00,0.00,
2021-02-05,71,41,55.4,44,32,39.2,26,93,988.23,4.3,10,0,348.7,0.00,0.00,
